"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"3314","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3315","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3316","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3317","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3318","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3319","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3320","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3321","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3322","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3323","1","convex","p","no bruises","close","purple","enlarging","white","scattered","wood"
"3324","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3325","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3326","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3327","1","convex","white","no bruises","close","grey","enlarging","white","scattered","wood"
"3328","1","convex","p","no bruises","crowded","grey","enlarging","white","several","wood"
"3329","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","paths"
"3330","0","convex","grey","bruises","close","pink","tapering","white","several","wood"
"3331","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3332","1","convex","p","no bruises","crowded","pink","enlarging","white","scattered","wood"
"3333","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3334","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3335","1","convex","grey","no bruises","close","grey","enlarging","white","several","grasses"
"3336","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3337","0","convex","e","bruises","close","pink","tapering","white","solitary","wood"
"3338","1","convex","white","no bruises","crowded","grey","enlarging","white","several","wood"
"3339","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3340","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3341","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3342","1","convex","yellow","no bruises","close","pink","enlarging","white","solitary","paths"
"3343","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3344","0","convex","e","bruises","close","brown","tapering","white","solitary","wood"
"3345","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3346","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3347","1","convex","grey","no bruises","crowded","purple","enlarging","white","several","wood"
"3348","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3349","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3350","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","paths"
"3351","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3352","1","convex","grey","no bruises","crowded","grey","enlarging","white","scattered","wood"
"3353","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","grasses"
"3354","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3355","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3356","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3357","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3358","1","convex","white","no bruises","close","pink","enlarging","white","several","wood"
"3359","1","convex","grey","no bruises","close","pink","enlarging","white","several","grasses"
"3360","1","convex","grey","no bruises","crowded","purple","enlarging","white","several","wood"
"3361","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3362","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3363","1","flat","grey","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3364","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","grasses"
"3365","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3366","1","convex","p","no bruises","crowded","grey","enlarging","white","scattered","wood"
"3367","1","convex","grey","no bruises","close","purple","enlarging","white","scattered","wood"
"3368","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3369","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3370","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3371","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3372","1","convex","p","no bruises","crowded","grey","enlarging","white","several","wood"
"3373","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","wood"
"3374","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3375","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3376","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3377","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3378","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3379","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3380","1","flat","yellow","no bruises","close","grey","enlarging","white","several","paths"
"3381","0","convex","grey","bruises","close","pink","tapering","white","solitary","wood"
"3382","1","convex","p","no bruises","crowded","pink","enlarging","white","scattered","wood"
"3383","0","convex","e","bruises","close","white","tapering","white","solitary","wood"
"3384","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3385","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3386","0","convex","e","bruises","close","purple","tapering","white","several","wood"
"3387","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3388","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3389","1","convex","white","no bruises","crowded","brown","enlarging","white","several","wood"
"3390","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","wood"
"3391","1","convex","p","no bruises","close","brown","enlarging","white","several","wood"
"3392","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3393","0","convex","brown","bruises","close","white","tapering","white","several","wood"
"3394","1","convex","grey","no bruises","close","brown","enlarging","white","scattered","wood"
"3395","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3396","1","convex","p","no bruises","close","grey","enlarging","white","several","wood"
"3397","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3398","1","convex","white","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3399","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"3400","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3401","1","convex","grey","no bruises","close","brown","enlarging","white","scattered","wood"
"3402","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3403","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3404","1","convex","p","no bruises","close","pink","enlarging","white","several","wood"
"3405","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3406","1","convex","grey","no bruises","crowded","pink","enlarging","white","scattered","wood"
"3407","0","convex","grey","bruises","close","pink","tapering","white","several","wood"
"3408","0","convex","grey","bruises","close","white","tapering","white","solitary","wood"
"3409","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3410","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3411","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3412","1","convex","grey","no bruises","close","brown","enlarging","white","scattered","wood"
"3413","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3414","0","convex","e","bruises","close","purple","tapering","white","several","wood"
"3415","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3416","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3417","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3418","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3419","1","convex","grey","no bruises","close","pink","enlarging","white","scattered","wood"
"3420","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3421","0","convex","grey","bruises","close","white","tapering","white","solitary","wood"
"3422","1","convex","grey","no bruises","crowded","grey","enlarging","white","several","wood"
"3423","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3424","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3425","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3426","1","convex","yellow","no bruises","close","pink","enlarging","white","several","paths"
"3427","1","convex","grey","no bruises","crowded","pink","enlarging","white","several","wood"
"3428","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3429","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3430","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3431","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3432","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3433","1","convex","grey","no bruises","close","grey","enlarging","white","several","paths"
"3434","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3435","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3436","1","convex","grey","no bruises","crowded","grey","enlarging","white","several","wood"
"3437","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3438","1","flat","grey","no bruises","close","chocolate","enlarging","white","solitary","paths"
"3439","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3440","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3441","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3442","1","convex","p","no bruises","close","brown","enlarging","white","scattered","wood"
"3443","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3444","1","convex","p","no bruises","crowded","pink","enlarging","white","several","wood"
"3445","1","convex","white","no bruises","close","purple","enlarging","white","scattered","wood"
"3446","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3447","1","convex","p","no bruises","crowded","purple","enlarging","white","several","wood"
"3448","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","wood"
"3449","0","convex","brown","bruises","close","purple","tapering","white","several","wood"
"3450","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3451","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3452","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","grasses"
"3453","1","convex","grey","no bruises","crowded","brown","enlarging","white","several","wood"
"3454","1","convex","grey","no bruises","close","grey","enlarging","white","several","paths"
"3455","1","convex","white","no bruises","crowded","purple","enlarging","white","scattered","wood"
"3456","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3457","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3458","1","convex","white","no bruises","crowded","grey","enlarging","white","scattered","wood"
"3459","0","convex","grey","bruises","close","white","tapering","white","solitary","wood"
"3460","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3461","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3462","0","convex","e","bruises","close","pink","tapering","white","solitary","wood"
"3463","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3464","1","convex","white","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3465","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3466","1","convex","yellow","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3467","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3468","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3469","1","convex","grey","no bruises","crowded","pink","enlarging","white","several","wood"
"3470","1","convex","p","no bruises","close","brown","enlarging","white","several","wood"
"3471","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3472","0","convex","grey","bruises","close","pink","tapering","white","several","wood"
"3473","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3474","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3475","0","convex","brown","bruises","close","purple","tapering","white","several","wood"
"3476","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3477","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3478","1","convex","grey","no bruises","close","pink","enlarging","white","scattered","wood"
"3479","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3480","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3481","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3482","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3483","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3484","1","convex","white","no bruises","close","purple","enlarging","white","several","wood"
"3485","1","convex","white","no bruises","crowded","pink","enlarging","white","scattered","wood"
"3486","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3487","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3488","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3489","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","grasses"
"3490","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3491","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","paths"
"3492","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3493","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","grasses"
"3494","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3495","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3496","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3497","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3498","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3499","0","convex","grey","bruises","close","pink","tapering","white","several","wood"
"3500","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3501","1","convex","white","no bruises","crowded","purple","enlarging","white","scattered","wood"
"3502","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3503","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3504","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3505","0","convex","e","bruises","close","brown","tapering","white","several","wood"
"3506","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3507","1","convex","grey","no bruises","close","pink","enlarging","white","several","grasses"
"3508","0","convex","grey","bruises","close","brown","tapering","white","several","wood"
"3509","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","wood"
"3510","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3511","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3512","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","wood"
"3513","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3514","1","flat","grey","no bruises","close","pink","enlarging","white","several","wood"
"3515","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3516","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3517","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3518","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3519","0","convex","e","bruises","close","brown","tapering","white","several","wood"
"3520","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3521","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3522","1","convex","p","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3523","1","flat","grey","no bruises","close","chocolate","enlarging","white","several","wood"
"3524","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3525","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3526","1","convex","p","no bruises","close","purple","enlarging","white","several","wood"
"3527","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3528","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3529","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3530","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3531","0","convex","grey","bruises","close","brown","tapering","white","solitary","wood"
"3532","1","convex","white","no bruises","crowded","pink","enlarging","white","several","wood"
"3533","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3534","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3535","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3536","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3537","1","convex","grey","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3538","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3539","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3540","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","wood"
"3541","0","convex","brown","bruises","close","white","tapering","white","solitary","wood"
"3542","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3543","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3544","1","convex","p","no bruises","close","brown","enlarging","white","scattered","wood"
"3545","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","wood"
"3546","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3547","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3548","1","convex","p","no bruises","close","pink","enlarging","white","several","wood"
"3549","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3550","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3551","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3552","0","convex","grey","bruises","close","brown","tapering","white","several","wood"
"3553","0","convex","brown","bruises","close","white","tapering","white","solitary","wood"
"3554","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3555","1","convex","p","no bruises","close","pink","enlarging","white","several","wood"
"3556","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3557","1","convex","yellow","no bruises","close","pink","enlarging","white","solitary","wood"
"3558","1","convex","grey","no bruises","crowded","pink","enlarging","white","several","wood"
"3559","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3560","1","flat","grey","no bruises","close","pink","enlarging","white","several","wood"
"3561","1","convex","grey","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3562","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3563","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3564","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3565","0","convex","brown","bruises","close","white","tapering","white","solitary","wood"
"3566","1","convex","yellow","no bruises","close","pink","enlarging","white","several","grasses"
"3567","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3568","1","convex","grey","no bruises","close","pink","enlarging","white","several","paths"
"3569","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3570","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3571","1","flat","grey","no bruises","close","pink","enlarging","white","solitary","wood"
"3572","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3573","1","convex","yellow","no bruises","close","grey","enlarging","white","solitary","paths"
"3574","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3575","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3576","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3577","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3578","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3579","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3580","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3581","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3582","1","convex","grey","no bruises","close","grey","enlarging","white","several","grasses"
"3583","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3584","1","convex","grey","no bruises","close","brown","enlarging","white","several","wood"
"3585","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3586","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3587","0","convex","e","bruises","close","pink","tapering","white","solitary","wood"
"3588","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3589","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3590","0","convex","grey","bruises","close","pink","tapering","white","several","wood"
"3591","1","convex","p","no bruises","close","grey","enlarging","white","scattered","wood"
"3592","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"3593","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3594","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3595","1","flat","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3596","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3597","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3598","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3599","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3600","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","grasses"
"3601","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3602","0","convex","brown","bruises","close","white","tapering","white","solitary","wood"
"3603","0","convex","grey","bruises","close","pink","tapering","white","solitary","wood"
"3604","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3605","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3606","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3607","1","convex","grey","no bruises","close","pink","enlarging","white","several","grasses"
"3608","1","convex","grey","no bruises","close","pink","enlarging","white","several","paths"
"3609","1","flat","grey","no bruises","close","pink","enlarging","white","solitary","paths"
"3610","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3611","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3612","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3613","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3614","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3615","1","convex","yellow","no bruises","close","pink","enlarging","white","solitary","wood"
"3616","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3617","1","convex","p","no bruises","crowded","purple","enlarging","white","scattered","wood"
"3618","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3619","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3620","0","convex","brown","bruises","close","brown","tapering","white","several","wood"
"3621","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3622","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","grasses"
"3623","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3624","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3625","0","convex","brown","bruises","close","purple","tapering","white","several","wood"
"3626","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3627","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3628","1","convex","p","no bruises","close","grey","enlarging","white","scattered","wood"
"3629","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3630","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3631","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","paths"
"3632","0","convex","e","bruises","close","white","tapering","white","solitary","wood"
"3633","1","convex","grey","no bruises","crowded","purple","enlarging","white","scattered","wood"
"3634","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","grasses"
"3635","0","flat","brown","bruises","close","brown","tapering","white","several","wood"
"3636","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3637","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3638","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3639","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3640","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3641","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3642","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3643","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3644","0","flat","brown","bruises","close","brown","tapering","white","solitary","wood"
"3645","1","convex","yellow","no bruises","close","pink","enlarging","white","solitary","grasses"
"3646","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3647","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3648","1","convex","grey","no bruises","close","grey","enlarging","white","solitary","grasses"
"3649","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3650","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","paths"
"3651","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3652","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3653","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","wood"
"3654","1","convex","grey","no bruises","close","pink","enlarging","white","several","paths"
"3655","1","flat","grey","no bruises","close","pink","enlarging","white","several","paths"
"3656","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3657","1","convex","grey","no bruises","crowded","brown","enlarging","white","scattered","wood"
"3658","0","flat","e","bruises","close","brown","tapering","white","several","wood"
"3659","1","flat","yellow","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3660","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3661","0","convex","e","bruises","close","purple","tapering","white","solitary","wood"
"3662","1","convex","grey","no bruises","close","chocolate","enlarging","white","solitary","paths"
"3663","0","convex","brown","bruises","close","pink","tapering","white","solitary","wood"
"3664","1","convex","white","no bruises","close","grey","enlarging","white","several","wood"
"3665","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3666","0","flat","e","bruises","close","pink","tapering","white","several","wood"
"3667","0","flat","grey","bruises","close","pink","tapering","white","solitary","wood"
"3668","1","convex","grey","no bruises","close","grey","enlarging","white","several","wood"
"3669","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3670","0","flat","e","bruises","close","pink","tapering","white","solitary","wood"
"3671","1","convex","p","no bruises","close","grey","enlarging","white","scattered","wood"
"3672","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3673","0","flat","grey","bruises","close","purple","tapering","white","solitary","wood"
"3674","0","flat","grey","bruises","close","white","tapering","white","solitary","wood"
"3675","0","flat","grey","bruises","close","purple","tapering","white","several","wood"
"3676","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3677","0","flat","brown","bruises","close","pink","tapering","white","solitary","wood"
"3678","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3679","0","flat","brown","bruises","close","purple","tapering","white","solitary","wood"
"3680","1","convex","p","no bruises","close","brown","enlarging","white","scattered","wood"
"3681","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3682","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3683","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3684","1","convex","white","no bruises","close","purple","enlarging","white","scattered","wood"
"3685","1","convex","grey","no bruises","close","chocolate","enlarging","white","several","paths"
"3686","0","flat","brown","bruises","close","white","tapering","white","several","wood"
"3687","1","convex","grey","no bruises","close","grey","enlarging","white","several","grasses"
"3688","1","convex","white","no bruises","close","brown","enlarging","white","scattered","wood"
"3689","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3690","0","flat","grey","bruises","close","pink","tapering","white","several","wood"
"3691","0","flat","grey","bruises","close","brown","tapering","white","several","wood"
"3692","0","flat","grey","bruises","close","white","tapering","white","several","wood"
"3693","1","convex","white","no bruises","crowded","pink","enlarging","white","several","wood"
"3694","0","flat","e","bruises","close","purple","tapering","white","several","wood"
"3695","1","convex","grey","no bruises","close","grey","enlarging","white","several","grasses"
"3696","0","flat","brown","bruises","close","white","tapering","white","solitary","wood"
"3697","0","flat","brown","bruises","close","pink","tapering","white","several","wood"
"3698","1","convex","p","no bruises","close","purple","enlarging","white","several","wood"
"3699","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3700","1","convex","p","no bruises","close","grey","enlarging","white","several","wood"
"3701","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"3702","1","convex","grey","no bruises","close","pink","enlarging","white","solitary","grasses"
"3703","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3704","1","convex","p","no bruises","close","pink","enlarging","white","scattered","wood"
"3705","1","convex","grey","no bruises","close","pink","enlarging","white","several","paths"
"3706","0","flat","e","bruises","close","purple","tapering","white","solitary","wood"
"3707","0","flat","e","bruises","close","white","tapering","white","solitary","wood"
"3708","1","convex","grey","no bruises","close","purple","enlarging","white","scattered","wood"
"3709","1","convex","grey","no bruises","close","pink","enlarging","white","several","grasses"
"3710","0","flat","grey","bruises","close","brown","tapering","white","solitary","wood"
"3711","1","convex","grey","no bruises","close","pink","enlarging","white","several","wood"
"3712","0","flat","e","bruises","close","white","tapering","white","several","wood"
"3713","0","flat","brown","bruises","close","purple","tapering","white","several","wood"
"3714","1","flat","yellow","no bruises","close","chocolate","enlarging","white","solitary","wood"
"3715","0","flat","e","bruises","close","brown","tapering","white","solitary","wood"
"3716","0","flat","e","bruises","close","pink","tapering","white","several","wood"
